employee_id;nationality_group;native_language;is_expat_migrant;relocated_for_job;department;job_level;salary;hire_date;last_promotion_date;performance_rating;manager_id;team_size;inclusion_score;belonging_index;manager_inclusion_score;attrition;voluntary_exit;exit_reason
E0474;Southern Europe;Spanish;1;1;Sales;1;27044;18/10/2021;22/05/2023;5;M041;9;386;369;366;0;;
E0475;Lusophone Americas;Portuguese;1;1;IT;3;45947;14/05/2023;01/08/2024;5;M015;11;315;256;346;0;;
E0476;Central Europe;Czech;1;1;Finance;1;26467;16/04/2022;04/08/2024;3;M027;7;291;292;382;0;;
E0477;Lusophone Europe;Portuguese;0;0;Research & Development;1;30811;20/12/2020;;1;M013;8;407;389;421;0;;
E0478;Anglophone Americas;English;0;0;Research & Development;1;27263;08/01/2022;;1;M028;3;363;286;301;0;;
E0479;Francophone Europe;French;1;0;Human Resources;4;59251;26/10/2015;;4;M049;4;274;214;355;1;10;Inclusion Issues
E0480;Lusophone Americas;Portuguese;1;1;Human Resources;2;30320;07/08/2022;20/05/2023;3;M025;9;329;344;387;1;10;Inclusion Issues
E0481;Lusophone Americas;Portuguese;1;1;Operations;3;50252;12/10/2023;20/09/2025;3;M013;4;374;365;42;0;;
E0482;Lusophone Europe;Portuguese;0;0;Finance;3;51308;22/09/2017;19/06/2018;2;M020;12;386;266;39;0;;
E0483;Francophone Europe;French;1;1;Sales;1;26136;17/05/2022;;2;M033;11;353;289;351;0;;
E0484;Southern Europe;Italian;1;1;IT;5;84502;27/06/2021;;3;M020;9;331;29;361;0;;
E0485;Other;Other;1;1;Research & Development;3;40875;23/05/2020;;5;M022;9;284;277;387;1;10;Better Opportunity
E0486;Francophone Europe;French;0;0;Sales;1;23845;21/03/2017;09/12/2018;4;M047;5;347;288;394;1;10;Inclusion Issues
E0487;Other;Arabic;0;0;Research & Development;2;36559;30/03/2016;30/11/2017;3;M016;8;332;251;468;0;;
E0488;Southern Europe;Greek;1;1;Research & Development;3;45586;13/03/2019;04/02/2022;5;M016;3;25;229;274;0;;
E0489;Francophone Europe;French;1;1;Sales;4;71845;25/06/2020;06/06/2021;4;M043;12;375;354;341;0;;
E0490;Lusophone Europe;Portuguese;1;1;Operations;3;49490;04/01/2018;;4;M038;3;248;243;442;1;10;Better Opportunity
E0491;Anglophone Americas;English;0;0;Sales;1;25713;06/06/2023;02/03/2025;3;M015;12;408;378;312;0;;
E0492;Anglophone Americas;English;1;1;Research & Development;2;32236;04/12/2015;25/03/2019;3;M042;4;367;348;229;1;10;Better Opportunity
E0493;Francophone Europe;French;0;0;Sales;2;39242;31/08/2022;;2;M039;5;434;39;333;1;10;Inclusion Issues
E0494;Southern Europe;Italian;0;0;Operations;3;44990;03/05/2022;;4;M010;9;22;206;419;1;10;Lack of Growth
E0495;Lusophone Europe;Portuguese;0;0;Finance;2;34223;08/02/2017;;5;M027;6;259;259;367;0;;
E0496;Francophone Europe;French;1;1;Sales;2;35635;11/07/2019;;4;M020;8;325;254;306;1;10;Relocation
E0497;Other;Other;0;0;Research & Development;5;76547;02/05/2019;07/06/2020;3;M029;7;325;302;328;0;;
E0498;Lusophone Europe;Portuguese;1;0;Finance;1;26862;14/10/2015;;3;M001;5;316;249;437;0;;
E0499;Other;Mandarin;1;1;Human Resources;2;30653;22/04/2017;21/05/2022;4;M031;5;181;113;29;0;;
E0500;Francophone Europe;French;0;0;Finance;1;26229;08/10/2017;;5;M032;10;319;277;343;1;10;Relocation
E0501;Anglophone Americas;English;1;1;Research & Development;2;36697;05/11/2019;;5;M012;12;384;376;44;1;0;Restructuring
E0502;Central Europe;German;0;0;IT;4;74560;12/08/2019;;3;M024;4;358;324;281;0;;
E0503;Anglophone Americas;English;1;1;Finance;1;28225;06/03/2020;;4;M013;9;357;328;333;0;;
E0504;Lusophone Europe;Portuguese;1;1;Research & Development;3;48344;17/02/2018;;2;M002;12;294;288;365;0;;
E0505;Anglophone Americas;English;0;0;Human Resources;3;48629;06/01/2019;07/07/2023;1;M044;11;366;382;387;0;;
E0506;Central Europe;German;1;1;Human Resources;3;44692;06/04/2017;;3;M016;6;222;231;368;0;;
E0507;Anglophone Americas;English;0;0;Human Resources;1;31180;09/12/2023;;4;M047;5;408;379;358;0;;
E0508;Lusophone Europe;Portuguese;0;0;Human Resources;1;25351;17/08/2018;16/05/2021;4;M001;9;31;285;374;0;;
E0509;Francophone Europe;French;1;0;Finance;2;38508;22/02/2016;;4;M037;5;32;304;308;0;;
E0510;Other;Mandarin;1;1;IT;2;32728;04/10/2018;12/05/2024;3;M025;11;338;288;312;0;;
E0511;Other;Mandarin;1;1;Human Resources;2;34651;13/12/2021;19/03/2023;3;M019;6;295;285;45;0;;
E0512;Other;Hindi;1;1;Human Resources;2;34305;27/03/2018;;3;M047;8;302;259;368;1;0;Contract End
E0513;Southern Europe;Greek;0;0;Operations;4;68953;21/01/2017;;1;M032;4;346;308;458;0;;
E0514;Lusophone Americas;Portuguese;1;1;IT;2;30471;03/10/2019;22/08/2021;3;M037;10;314;306;333;0;;
E0515;Lusophone Europe;Portuguese;0;0;Research & Development;2;37294;01/11/2021;;4;M031;3;354;282;434;0;;
E0516;Lusophone Europe;Portuguese;0;0;Finance;2;36023;21/04/2021;;2;M009;10;404;39;445;1;0;Restructuring
E0517;Anglophone Americas;English;0;0;Finance;5;93949;28/06/2020;12/04/2024;2;M003;4;302;302;358;0;;
E0518;Other;Hindi;1;1;IT;2;30380;03/10/2019;;3;M003;8;325;257;285;0;;
E0519;Lusophone Europe;Portuguese;0;0;IT;1;26302;26/06/2021;;4;M001;4;359;273;384;0;;
E0520;Southern Europe;Greek;0;0;Finance;1;26958;04/10/2022;28/03/2026;4;M025;12;305;262;388;0;;
E0521;Central Europe;German;1;1;Sales;4;58501;23/05/2023;;3;M011;10;319;287;32;0;;
E0522;Central Europe;German;1;1;Research & Development;1;27704;20/01/2020;;3;M013;3;242;218;249;1;0;Contract End
E0523;Anglophone Americas;English;0;0;Research & Development;1;25720;25/05/2016;22/10/2018;1;M016;10;266;245;379;0;;
E0524;Central Europe;German;1;1;Human Resources;2;38540;24/12/2017;;3;M022;12;302;241;361;0;;
E0525;Other;Mandarin;0;0;IT;2;35109;29/12/2018;;4;M001;10;34;28;398;1;10;Lack of Growth
E0526;Other;Mandarin;1;1;IT;4;61555;13/01/2015;;5;M021;3;177;112;264;0;;
E0527;Central Europe;Czech;1;1;Finance;3;46545;04/05/2020;;4;M007;9;291;284;378;0;;
E0528;Southern Europe;Greek;1;1;Human Resources;2;35806;27/03/2020;25/03/2023;5;M031;11;347;314;374;0;;
E0529;Central Europe;German;1;0;Human Resources;1;28764;05/08/2023;06/02/2026;3;M031;4;243;15;301;0;;
E0530;Anglophone Americas;English;0;0;Operations;1;27485;17/01/2023;;4;M042;11;307;313;329;0;;
E0531;Francophone Europe;French;1;1;IT;3;50869;04/06/2021;;4;M025;12;316;254;313;0;;
E0532;Anglophone Americas;English;0;0;Research & Development;2;39705;28/06/2017;12/01/2018;3;M030;8;333;351;434;0;;
E0533;Lusophone Europe;Portuguese;1;1;IT;3;52246;19/09/2021;09/01/2025;5;M008;7;398;357;247;0;;
E0534;Central Europe;Polish;1;1;Research & Development;4;66145;10/07/2017;;2;M050;5;313;317;277;0;;
E0535;Southern Europe;Spanish;0;0;Operations;2;36546;23/04/2020;;4;M026;4;29;256;329;0;;
E0536;Anglophone Americas;English;1;1;Human Resources;4;67320;01/11/2016;;3;M031;7;289;279;319;0;;
E0537;Francophone Europe;French;1;0;Human Resources;3;44295;16/10/2019;;2;M004;4;285;288;364;0;;
E0538;Anglophone Americas;English;0;0;IT;3;49793;01/05/2016;25/07/2019;3;M039;5;342;288;3;0;;
E0539;Southern Europe;Greek;1;1;IT;2;34836;17/02/2015;01/02/2016;2;M042;11;31;325;397;0;;
E0540;Lusophone Americas;Portuguese;1;0;IT;2;30487;18/09/2015;;4;M035;5;315;238;384;1;0;Restructuring
E0541;Lusophone Europe;Portuguese;0;0;Operations;2;40907;23/04/2022;18/12/2023;5;M008;5;4;319;394;0;;
E0542;Lusophone Americas;Portuguese;1;1;Sales;4;66929;04/09/2020;21/03/2024;2;M043;3;322;29;355;0;;
E0543;Southern Europe;Italian;0;0;Finance;1;27377;05/07/2018;;5;M023;12;297;262;415;0;;
E0544;Francophone Europe;French;0;0;Research & Development;5;93435;03/06/2017;;3;M047;12;404;325;37;0;;
E0545;Lusophone Europe;Portuguese;0;0;Human Resources;5;99024;15/10/2022;03/06/2024;2;M047;7;427;383;357;0;;
E0546;Southern Europe;Greek;1;1;Sales;5;77227;08/10/2021;11/10/2023;2;M008;11;345;284;365;1;0;Restructuring
E0547;Lusophone Americas;Portuguese;1;1;Research & Development;2;36073;20/12/2016;;4;M038;10;358;341;303;0;;
E0548;Lusophone Americas;Portuguese;1;0;Finance;1;26300;05/11/2023;;3;M026;10;302;249;319;0;;
E0549;Central Europe;Czech;1;1;IT;1;27087;25/02/2019;;3;M039;9;291;24;429;0;;
E0550;Francophone Europe;French;1;1;Research & Development;2;38841;24/07/2019;;4;M041;4;312;304;357;1;10;Better Opportunity
E0551;Francophone Europe;French;0;0;Human Resources;5;89536;14/09/2020;;2;M032;11;32;24;315;1;10;Inclusion Issues
E0552;Lusophone Americas;Portuguese;1;1;Research & Development;5;93363;03/12/2020;;1;M029;5;315;25;248;0;;
E0553;Francophone Europe;French;1;1;Sales;5;82829;09/03/2019;;3;M044;6;368;272;366;0;;
E0554;Francophone Europe;French;0;0;Operations;2;40183;18/03/2022;;4;M030;12;318;293;326;1;10;Better Opportunity
E0555;Lusophone Americas;Portuguese;0;0;Research & Development;2;31509;31/10/2019;;2;M033;5;256;272;426;0;;
E0556;Lusophone Europe;Portuguese;0;0;Finance;4;70611;08/01/2018;21/12/2020;4;M029;5;354;356;404;1;0;Restructuring
E0557;Lusophone Americas;Portuguese;1;1;IT;2;33872;17/05/2020;;5;M008;9;262;239;329;0;;
E0558;Southern Europe;Italian;0;0;IT;4;66770;25/03/2016;;4;M009;5;306;272;347;0;;
E0559;Lusophone Americas;Portuguese;1;1;Human Resources;2;33013;14/07/2023;;4;M047;11;336;329;369;0;;
E0560;Central Europe;Polish;1;1;Human Resources;3;43792;18/08/2021;;2;M008;5;326;271;363;1;10;Better Opportunity
E0561;Francophone Europe;French;1;1;IT;3;44307;16/05/2020;05/04/2023;4;M020;4;315;312;309;0;;
E0562;Lusophone Americas;Portuguese;1;1;Sales;1;27117;17/02/2016;;3;M032;8;362;317;361;0;;
E0563;Central Europe;German;1;1;Sales;3;48881;02/09/2017;;3;M025;4;32;276;339;0;;
E0564;Other;Mandarin;1;1;Human Resources;1;22862;19/02/2023;;4;M035;5;25;247;349;0;;
E0565;Francophone Europe;French;0;0;Finance;3;45336;22/11/2019;25/09/2022;3;M033;3;37;357;38;0;;
E0566;Lusophone Americas;Portuguese;1;1;IT;2;30177;29/11/2019;;3;M050;9;312;258;363;1;10;Better Opportunity
E0567;Central Europe;Czech;1;1;Operations;1;24828;04/01/2018;;2;M003;11;301;281;402;0;;
E0568;Francophone Europe;French;0;0;Research & Development;5;84851;20/04/2016;28/09/2018;4;M024;8;433;437;379;0;;
E0569;Central Europe;Polish;0;0;Sales;2;32943;12/02/2015;;3;M018;5;33;303;285;0;;
E0570;Lusophone Europe;Portuguese;0;0;Sales;4;72256;06/03/2021;24/02/2024;3;M018;6;266;184;295;0;;
E0571;Lusophone Americas;Portuguese;1;1;Research & Development;4;55642;27/01/2017;;2;M037;10;35;307;331;0;;
E0572;Southern Europe;Greek;0;0;Human Resources;1;26955;07/02/2020;;5;M007;11;372;373;403;1;10;Lack of Growth
E0573;Lusophone Americas;Portuguese;0;0;IT;5;81416;21/08/2023;12/07/2024;5;M039;3;352;312;356;0;;
E0574;Southern Europe;Spanish;1;1;Operations;4;62741;15/05/2020;05/03/2021;3;M018;11;24;263;405;1;10;Lack of Growth
E0575;Southern Europe;Spanish;1;1;Research & Development;2;35493;14/07/2017;;4;M044;4;147;138;36;1;10;Better Opportunity
E0576;Anglophone Americas;English;0;0;Operations;1;28070;03/10/2018;;4;M010;7;474;406;311;0;;
E0577;Francophone Europe;French;0;0;Sales;4;70607;09/11/2015;;4;M010;5;329;328;324;0;;
E0578;Lusophone Americas;Portuguese;0;0;Sales;1;25202;06/06/2016;30/01/2019;3;M032;9;264;144;356;0;;
E0579;Lusophone Europe;Portuguese;0;0;IT;4;68037;28/02/2021;;3;M035;11;371;303;294;0;;
E0580;Central Europe;Czech;1;1;Sales;1;23283;06/04/2021;;2;M008;3;275;276;315;0;;
E0581;Southern Europe;Spanish;1;1;Operations;5;84269;08/07/2017;13/10/2018;2;M045;5;292;268;387;0;;
E0582;Central Europe;German;1;1;Research & Development;1;22753;12/11/2015;06/01/2021;4;M010;5;289;241;345;0;;
E0583;Other;Other;1;1;IT;3;39809;16/03/2022;02/09/2023;3;M001;9;312;235;385;0;;
E0584;Other;Hindi;1;1;Research & Development;1;22393;27/05/2016;;3;M004;6;23;156;398;0;;
E0585;Lusophone Europe;Portuguese;0;0;Finance;2;39392;18/07/2019;;2;M024;9;358;338;4;0;;
E0586;Lusophone Americas;Portuguese;1;1;Research & Development;3;44560;09/03/2021;10/11/2021;3;M006;12;352;275;314;0;;
E0587;Lusophone Americas;Portuguese;1;1;Sales;3;47295;12/07/2018;;4;M009;4;268;306;281;0;;
E0588;Lusophone Americas;Portuguese;1;0;Human Resources;1;23976;07/01/2022;23/10/2023;4;M044;5;319;29;311;0;;
E0589;Lusophone Europe;Portuguese;0;0;Research & Development;2;36726;31/10/2019;26/04/2024;4;M025;6;368;378;366;0;;
E0590;Lusophone Europe;Portuguese;1;0;Operations;4;73407;05/08/2020;05/11/2022;2;M019;5;333;341;367;0;;
E0591;Lusophone Americas;Portuguese;1;1;Sales;3;50437;22/05/2016;;3;M024;7;24;256;363;0;;
E0592;Southern Europe;Italian;1;1;Operations;2;40075;24/06/2015;;4;M048;6;287;244;279;1;10;Lack of Growth
E0593;Lusophone Europe;Portuguese;0;0;Finance;3;50114;02/04/2020;;5;M030;4;42;407;438;0;;
E0594;Francophone Europe;French;1;1;Operations;2;34535;14/02/2018;;3;M031;5;264;218;306;1;10;Lack of Growth
E0595;Other;Hindi;1;0;Research & Development;1;26878;01/09/2022;;3;M012;4;3;292;429;0;;
E0596;Anglophone Americas;English;0;0;Sales;1;25501;22/10/2019;09/07/2024;3;M013;8;4;397;32;0;;
E0597;Southern Europe;Greek;1;0;Operations;2;36214;11/09/2021;29/03/2026;4;M040;5;235;303;416;0;;
E0598;Francophone Europe;French;0;0;Research & Development;2;34872;19/11/2023;;3;M034;3;319;371;331;0;;
E0599;Lusophone Europe;Portuguese;1;1;Research & Development;2;32954;27/03/2019;25/11/2020;5;M044;12;366;32;312;0;;
E0600;Southern Europe;Spanish;0;0;IT;5;91179;11/12/2018;;3;M034;8;362;342;36;0;;
E0601;Lusophone Americas;Portuguese;1;1;IT;3;43383;16/12/2021;;5;M007;4;328;28;299;0;;
E0602;Lusophone Europe;Portuguese;0;0;Operations;3;46167;02/04/2018;;3;M050;10;294;248;332;0;;
E0603;Other;Hindi;0;0;Finance;2;36829;22/11/2022;;3;M024;6;266;238;317;0;;
E0604;Southern Europe;Greek;1;0;Finance;1;26757;26/10/2020;;3;M022;5;264;344;3;0;;
E0605;Other;Mandarin;1;1;Human Resources;4;54213;19/02/2022;;4;M026;8;222;196;413;1;10;Inclusion Issues
E0606;Southern Europe;Greek;0;0;Operations;1;26270;17/01/2016;27/12/2018;1;M050;12;383;372;397;0;;
E0607;Other;Other;1;1;Finance;3;41403;26/04/2022;;3;M035;6;262;173;312;1;10;Better Opportunity
E0608;Lusophone Americas;Portuguese;1;0;Human Resources;1;26707;16/01/2016;08/04/2021;3;M014;9;347;363;393;0;;
E0609;Lusophone Europe;Portuguese;0;0;Finance;2;36299;21/01/2020;;2;M001;5;312;239;355;0;;
E0610;Anglophone Americas;English;1;1;Human Resources;1;23059;27/09/2020;;3;M024;4;3;277;333;1;10;Inclusion Issues
E0611;Lusophone Americas;Portuguese;1;0;Sales;3;46025;23/07/2020;;5;M013;7;355;367;371;0;;
E0612;Lusophone Europe;Portuguese;1;1;IT;2;35923;19/05/2023;06/10/2024;4;M039;9;294;224;368;0;;
E0613;Lusophone Europe;Portuguese;0;0;Human Resources;5;89369;06/08/2019;21/09/2024;4;M034;8;33;307;359;0;;
E0614;Francophone Europe;French;0;0;Sales;1;25682;09/02/2015;30/08/2015;4;M014;10;301;243;322;1;10;Better Opportunity
E0615;Francophone Europe;French;1;1;Operations;5;91004;08/06/2021;;3;M049;9;302;3;369;0;;
E0616;Other;Other;1;1;Operations;2;32492;13/03/2018;30/01/2023;4;M001;10;36;31;434;0;;
E0617;Southern Europe;Greek;1;1;Human Resources;2;35014;17/05/2018;03/02/2023;3;M006;11;309;238;38;0;;
E0618;Lusophone Europe;Portuguese;0;0;Operations;1;26145;12/02/2015;02/06/2017;4;M047;9;362;328;361;0;;
E0619;Southern Europe;Greek;0;0;IT;4;64643;21/10/2023;06/06/2024;5;M005;7;297;31;355;0;;
E0620;Lusophone Americas;Portuguese;1;1;Research & Development;3;52348;20/08/2019;;4;M034;11;283;257;397;0;;
E0621;Francophone Europe;French;1;1;Sales;3;50227;19/09/2017;;4;M014;4;372;353;357;0;;
E0622;Anglophone Americas;English;1;1;Operations;3;47666;01/07/2018;;4;M033;4;392;374;322;0;;
E0623;Other;Mandarin;1;1;Sales;2;36055;22/06/2021;;2;M007;4;281;327;345;0;;
E0624;Lusophone Europe;Portuguese;1;1;Sales;2;34941;11/09/2020;30/08/2023;3;M007;3;331;264;275;0;;
E0625;Francophone Europe;French;1;1;Operations;2;35630;01/04/2022;13/05/2023;3;M004;3;287;247;301;0;;
E0626;Central Europe;Polish;1;1;IT;4;64532;01/12/2016;;3;M019;12;292;262;344;0;;
E0627;Southern Europe;Greek;0;0;Sales;4;71694;28/11/2016;16/10/2017;2;M022;10;335;306;295;0;;
E0628;Francophone Europe;French;1;1;Human Resources;3;49295;23/06/2020;;3;M003;3;327;197;277;0;;
E0629;Lusophone Europe;Portuguese;0;0;Human Resources;1;30042;06/10/2018;;4;M035;7;33;274;249;0;;
E0630;Anglophone Americas;English;1;1;IT;3;47688;21/06/2017;;2;M032;3;344;312;422;0;;
E0631;Anglophone Americas;English;1;0;IT;1;27264;09/02/2021;;3;M034;5;313;334;378;0;;
E0632;Other;Hindi;1;1;IT;2;31861;07/02/2020;;4;M023;7;243;222;344;0;;
E0633;Lusophone Americas;Portuguese;1;1;Operations;3;43065;20/12/2023;24/09/2025;1;M019;12;361;353;387;0;;
E0634;Lusophone Americas;Portuguese;1;1;Operations;3;42866;19/12/2015;;2;M047;6;321;218;386;1;10;Relocation
E0635;Francophone Europe;French;1;0;Human Resources;4;66372;10/12/2016;;4;M021;12;375;383;34;1;10;Better Opportunity
E0636;Other;Other;1;1;Finance;1;24833;25/08/2020;;4;M030;8;327;261;363;0;;
E0637;Lusophone Americas;Portuguese;0;0;Finance;1;24049;23/05/2018;;3;M024;5;272;193;352;0;;
E0638;Lusophone Americas;Portuguese;1;1;Operations;2;29135;15/04/2022;10/02/2026;2;M019;12;308;246;345;1;0;Restructuring
E0639;Central Europe;German;0;0;Operations;1;28727;21/07/2020;24/01/2026;4;M010;7;275;207;423;0;;
E0640;Francophone Europe;French;1;1;Human Resources;2;30528;11/04/2015;;3;M004;4;285;244;395;1;10;Inclusion Issues
E0641;Francophone Europe;French;0;0;Operations;1;24597;30/03/2015;28/04/2020;4;M016;5;273;242;358;1;10;Lack of Growth
E0642;Anglophone Americas;English;1;1;Human Resources;2;34025;06/03/2018;;3;M001;12;374;32;408;0;;
E0643;Lusophone Europe;Portuguese;0;0;Sales;5;94268;09/02/2023;;1;M011;8;251;226;366;0;;
E0644;Lusophone Europe;Portuguese;0;0;Sales;3;52788;26/02/2020;;4;M018;7;455;421;331;0;;
E0645;Lusophone Europe;Portuguese;0;0;Research & Development;2;41897;12/09/2023;;3;M045;8;294;24;259;1;10;Inclusion Issues
E0646;Francophone Europe;French;1;1;Sales;3;51948;20/03/2023;;2;M012;9;272;246;288;1;10;Better Opportunity
E0647;Southern Europe;Spanish;1;1;IT;4;63384;01/11/2022;;2;M041;12;269;234;265;1;0;Restructuring
E0648;Lusophone Europe;Portuguese;1;1;IT;1;23332;22/01/2015;;3;M035;4;324;263;404;0;;
E0649;Central Europe;Czech;1;1;Operations;4;61630;07/04/2021;;4;M029;9;228;155;316;1;10;Lack of Growth
E0650;Lusophone Americas;Portuguese;1;1;Sales;4;63840;06/10/2015;;2;M019;4;309;253;332;0;;
E0651;Lusophone Europe;Portuguese;0;0;Human Resources;2;41573;15/07/2021;;5;M017;3;401;368;372;1;10;Inclusion Issues
E0652;Francophone Europe;French;1;1;Operations;4;68065;25/05/2015;13/04/2016;5;M039;12;42;444;295;0;;
E0653;Lusophone Americas;Portuguese;1;1;Research & Development;3;43588;21/07/2017;10/05/2018;1;M013;11;282;232;336;0;;
E0654;Anglophone Americas;English;0;0;Finance;3;53670;18/04/2016;;4;M024;8;341;32;39;1;10;Lack of Growth
E0655;Francophone Europe;French;0;0;Human Resources;4;63166;21/08/2015;02/11/2016;3;M019;3;323;334;477;1;10;Inclusion Issues
E0656;Central Europe;German;1;1;Finance;3;52977;21/06/2017;;3;M024;11;188;156;41;0;;
E0657;Francophone Europe;French;1;0;IT;5;76986;15/07/2016;;3;M020;11;332;332;351;0;;
E0658;Central Europe;Czech;0;0;Human Resources;1;29352;12/01/2018;04/09/2020;3;M006;3;305;266;407;0;;
E0659;Southern Europe;Italian;1;1;Finance;1;22920;03/06/2018;11/03/2023;3;M002;12;301;239;358;0;;
E0660;Francophone Europe;French;1;1;Finance;4;70921;09/06/2023;26/03/2024;3;M047;7;286;309;248;0;;
E0661;Lusophone Europe;Portuguese;1;1;IT;5;96399;23/02/2018;;5;M006;6;326;264;327;0;;
E0662;Francophone Europe;French;0;0;Operations;1;25634;30/05/2022;20/05/2024;4;M029;10;344;314;341;1;10;Lack of Growth
E0663;Lusophone Europe;Portuguese;1;0;Sales;4;73197;10/12/2019;22/09/2024;4;M017;10;369;367;382;1;10;Better Opportunity
E0664;Central Europe;Polish;0;0;Human Resources;2;34453;05/01/2023;;5;M002;8;385;336;336;1;10;Lack of Growth
E0665;Lusophone Americas;Portuguese;1;1;Sales;4;56130;13/10/2019;;2;M021;12;331;267;279;0;;
E0666;Other;Arabic;1;1;Research & Development;4;58929;06/07/2018;;4;M033;12;315;264;225;0;;
E0667;Lusophone Europe;Portuguese;0;0;IT;1;25159;08/07/2017;;5;M041;11;344;266;414;0;;
E0668;Lusophone Europe;Portuguese;0;0;Research & Development;4;66523;26/09/2017;16/09/2022;4;M024;6;421;323;363;1;10;Inclusion Issues
E0669;Southern Europe;Italian;1;1;Human Resources;4;66759;13/01/2020;;3;M009;11;303;349;306;0;;
E0670;Southern Europe;Italian;1;1;Finance;2;34172;31/08/2023;29/08/2024;4;M001;5;234;23;367;1;0;Restructuring
E0671;Lusophone Americas;Portuguese;0;0;Human Resources;3;54627;26/06/2016;;3;M025;9;319;315;266;1;0;Contract End
E0672;Lusophone Europe;Portuguese;0;0;Human Resources;1;30827;13/01/2020;;4;M048;9;322;28;395;1;10;Inclusion Issues
E0673;Other;Arabic;1;1;Operations;2;31515;02/12/2019;17/06/2024;3;M050;4;281;293;398;0;;
E0674;Lusophone Europe;Portuguese;0;0;Finance;2;35067;09/08/2016;25/05/2022;4;M047;6;368;306;357;0;;
E0675;Francophone Europe;French;1;1;Sales;2;31012;28/11/2017;;4;M015;7;342;326;384;1;0;Contract End
E0676;Lusophone Europe;Portuguese;1;1;Human Resources;2;39008;13/10/2019;;3;M030;7;249;272;301;0;;
E0677;Lusophone Americas;Portuguese;1;1;Research & Development;5;77342;19/12/2018;;4;M015;4;292;3;328;0;;
E0678;Southern Europe;Greek;0;0;Human Resources;2;41104;28/11/2023;;2;M036;3;4;407;318;0;;
E0679;Lusophone Europe;Portuguese;0;0;Sales;2;37858;05/02/2017;;3;M013;4;444;379;34;1;10;Better Opportunity
E0680;Lusophone Americas;Portuguese;1;1;IT;3;46175;14/05/2022;;4;M015;7;316;264;289;0;;
E0681;Lusophone Europe;Portuguese;0;0;Research & Development;1;30559;20/06/2023;;3;M029;8;351;353;396;0;;
E0682;Anglophone Americas;English;0;0;Finance;4;77637;27/09/2021;;3;M019;7;462;342;335;0;;
E0683;Lusophone Americas;Portuguese;1;1;Finance;4;58021;12/08/2015;09/03/2020;3;M041;3;302;305;313;1;10;Relocation
E0684;Lusophone Europe;Portuguese;1;1;IT;1;27874;27/09/2018;;4;M036;4;307;252;29;0;;
E0685;Francophone Europe;French;0;0;Finance;4;62834;27/12/2023;11/07/2025;3;M014;11;338;222;35;0;;
E0686;Lusophone Americas;Portuguese;0;0;Human Resources;1;25065;31/07/2017;;4;M003;7;352;317;248;0;;
E0687;Anglophone Americas;English;0;0;Human Resources;1;30082;20/07/2023;;1;M048;11;327;282;332;0;;
E0688;Lusophone Europe;Portuguese;0;0;Finance;2;33653;27/01/2018;;2;M042;12;262;207;347;1;0;Restructuring
E0689;Lusophone Europe;Portuguese;0;0;Finance;3;57634;22/07/2023;;2;M015;12;4;355;345;0;;
E0690;Lusophone Europe;Portuguese;1;1;Human Resources;1;28020;29/06/2020;;2;M026;12;368;354;288;0;;
E0691;Central Europe;German;0;0;Sales;2;38987;08/09/2016;16/01/2021;3;M027;3;326;317;286;0;;
E0692;Other;Mandarin;1;1;Operations;2;34465;06/03/2016;;2;M009;3;253;258;411;1;10;Relocation
E0693;Lusophone Americas;Portuguese;1;1;Operations;2;34495;24/06/2019;17/08/2020;3;M019;7;252;22;29;1;10;Better Opportunity
E0694;Lusophone Europe;Portuguese;0;0;Sales;2;35360;14/09/2018;;4;M009;5;402;297;326;1;10;Better Opportunity
E0695;Lusophone Americas;Portuguese;1;1;IT;1;22275;03/01/2022;;2;M023;11;354;297;373;0;;
E0696;Other;Other;1;1;Operations;3;45874;12/03/2022;;2;M010;4;278;247;3;1;10;Inclusion Issues
E0697;Lusophone Europe;Portuguese;0;0;Operations;3;57823;08/04/2023;;4;M031;6;393;407;362;0;;
E0698;Lusophone Americas;Portuguese;1;1;Human Resources;4;60252;06/12/2019;;3;M020;11;319;289;303;0;;
E0699;Southern Europe;Greek;0;0;Sales;4;65586;17/11/2015;;4;M011;7;307;211;286;0;;
E0700;Central Europe;Czech;0;0;IT;2;32660;06/02/2019;;4;M023;9;308;287;402;0;;
E0701;Other;Other;1;0;Human Resources;1;21758;29/07/2021;05/08/2022;5;M017;11;335;279;379;0;;
E0702;Lusophone Americas;Portuguese;1;1;Operations;4;69780;24/10/2021;;3;M031;11;328;299;327;1;0;Performance
E0703;Central Europe;German;1;1;Human Resources;1;23049;04/02/2016;;3;M013;12;296;235;29;0;;
E0704;Lusophone Americas;Portuguese;1;0;Finance;2;30364;01/03/2017;;3;M047;7;225;235;367;1;10;Lack of Growth
E0705;Lusophone Americas;Portuguese;1;1;Human Resources;2;35311;08/05/2021;;2;M006;5;316;262;231;0;;
E0706;Southern Europe;Spanish;0;0;Finance;1;28916;07/10/2017;28/01/2022;4;M013;5;26;221;385;0;;
E0707;Francophone Europe;French;1;1;Sales;4;58821;28/10/2022;;2;M023;12;264;283;247;0;;
E0708;Lusophone Americas;Portuguese;1;1;IT;2;35370;28/03/2018;26/08/2022;5;M036;7;306;326;387;0;;
E0709;Lusophone Europe;Portuguese;0;0;Operations;3;48086;26/07/2016;;3;M037;9;291;199;33;0;;
E0710;Southern Europe;Spanish;1;1;IT;4;61042;28/10/2016;;2;M002;10;321;303;289;0;;
